name,span,matches,innings,overs,maiden_overs,runs_conceded,wickets,best_bowling_figure,average,economy_rate,bowling_strike_rate,four_wickets_haul,five_wickets_haul,country
DT Mutendera,1999-2001,9,9,65.0,4,334,9,3/23,37.11,5.13,43.3,0,0,ZIM
Noor Ahmad,2022-2024,10,10,85.0,1,515,9,3/49,57.22,6.05,56.6,0,0,AFG
JL Ontong,2001-2012,28,16,89.4,3,396,9,3/30,44.0,4.41,59.7,0,0,SA
RK Paudel,2018-2024,61,10,51.5,3,194,9,4/22,21.55,3.74,34.5,1,0,NEP
CW Perchard,2023-2023,5,5,45.0,3,208,9,3/38,23.11,4.62,30.0,0,0,JER
Saqib Zulfiqar,2019-2023,15,12,52.0,1,336,9,2/43,37.33,6.46,34.6,0,0,NED
RG Sharma,2007-2023,262,39,99.4,2,522,9,2/27,58.0,5.23,66.4,0,0,IND
TG Shaw,1991-1994,9,9,84.0,3,298,9,2/19,33.11,3.54,56.0,0,0,SA
TAM Siriwardana,2015-2019,27,21,100.1,2,547,9,2/27,60.77,5.46,66.7,0,0,SL
MC Snedden,1990-1990,8,7,59.0,7,217,9,3/32,24.11,3.67,39.3,0,0,NZ
S Sriram,2000-2004,8,8,54.0,1,274,9,3/43,30.44,5.07,36.0,0,0,IND
ML Su'a,1992-1995,12,12,77.1,6,367,9,4/59,40.77,4.75,51.4,1,0,NZ
BRM Taylor,2004-2021,205,21,66.0,0,406,9,3/54,45.11,6.15,44.0,0,0,ZIM
AJ Traicos,1992-1993,15,14,128.0,7,567,9,3/35,63.0,4.42,85.3,0,0,ZIM
SD Udal,1994-2005,11,11,102.0,4,400,9,2/37,44.44,3.92,68.0,0,0,ENG
JD Unadkat,2013-2023,8,8,57.0,5,225,9,4/41,25.0,3.94,38.0,1,0,IND
RM West,2008-2009,10,9,74.3,8,279,9,4/26,31.0,3.74,49.6,1,0,IRE
HS Williams,1999-2000,7,7,54.5,2,228,9,3/38,25.33,4.15,36.5,0,0,SA
KOK Williams,2017-2018,8,7,55.0,0,293,9,4/43,32.55,5.32,36.6,1,0,WI
Abdur Rauf,2008-2008,4,4,35.4,1,212,8,3/24,26.5,5.94,26.7,0,0,PAK
RG Aga,2004-2014,12,11,67.0,2,320,8,2/17,40.0,4.77,50.2,0,0,KENYA
XC Bartlett,2024-2024,2,2,16.1,1,38,8,4/17,4.75,2.35,12.1,2,0,AUS
SL Campbell,1994-2001,90,8,32.4,0,170,8,4/30,21.25,5.2,24.5,1,0,WI
RP de Groen,1993-1994,12,12,91.3,4,478,8,2/34,59.75,5.22,68.6,0,0,NZ
EAR de Silva,1990-1992,12,12,108.0,1,501,8,2/36,62.62,4.63,81.0,0,0,SL
Dolar Mahmud,2008-2009,7,7,35.0,1,258,8,4/28,32.25,7.37,26.2,1,0,BAN
GA Gooch,1990-1995,49,14,97.0,4,399,8,2/23,49.87,4.11,72.7,0,0,ENG
AH Gray,1991-1991,4,4,37.0,0,206,8,6/50,25.75,5.56,27.7,0,1,WI
MD Gunathilaka,2015-2022,47,22,67.0,1,371,8,3/48,46.37,5.53,50.2,0,0,SL
Hazrat Bilal,2022-2023,7,7,45.0,4,212,8,4/47,26.5,4.71,33.7,1,0,UAE
MC Henriques,2009-2021,16,12,67.0,1,347,8,3/32,43.37,5.17,50.2,0,0,AUS
BC Hollioake,1997-2002,20,17,107.0,2,532,8,2/37,66.5,4.97,80.2,0,0,ENG
Irfan Ahmed,2008-2014,6,6,48.2,1,299,8,3/51,37.37,6.18,36.2,0,0,HKG
Izatullah Dawlatzai,2010-2015,5,5,35.0,4,146,8,4/38,18.25,4.17,26.2,1,0,AFG
DPMD Jayawardene,1998-2015,448,28,98.5,1,563,8,2/56,70.37,5.69,74.1,0,0,SL
MO Jones,2006-2007,12,12,76.2,4,482,8,2/25,60.25,6.31,57.2,0,0,BER
AR Kapoor,1995-2000,17,17,150.0,5,612,8,2/33,76.5,4.08,112.5,0,0,IND
JF Kloppenburg,2002-2003,6,6,40.2,0,191,8,4/42,23.87,4.73,30.2,1,0,NED
MKGCP Lakshitha,2002-2003,7,7,50.0,2,254,8,2/34,31.75,5.08,37.5,0,0,SL
ACI Lock,1996-1996,8,7,48.1,4,219,8,5/44,27.37,4.54,36.1,0,1,ZIM
JN Mohammed,2011-2021,36,16,73.2,2,340,8,3/47,42.5,4.63,55.0,0,0,WI
Nawroz Mangal,2009-2016,49,16,48.5,3,235,8,3/35,29.37,4.81,36.6,0,0,AFG
NM Odhiambo,2010-2013,8,7,53.0,6,256,8,3/48,32.0,4.83,39.7,0,0,KENYA
AA Paradkar,2021-2023,4,4,24.0,2,159,8,4/26,19.87,6.62,18.0,1,0,USA
SG Peall,1992-1996,21,19,150.0,5,678,8,3/54,84.75,4.52,112.5,0,0,ZIM
V Permaul,2012-2017,7,7,55.1,0,271,8,3/40,33.87,4.91,41.3,0,0,WI
MW Priest,1990-1998,18,17,125.2,5,590,8,2/27,73.75,4.7,94.0,0,0,NZ
Qadeer Ahmed,2015-2019,11,11,86.0,2,467,8,2/38,58.37,5.43,64.5,0,0,UAE
JR Ratnayeke,1990-1990,4,4,38.0,1,190,8,3/31,23.75,5.0,28.5,0,0,SL
D Ravu,2017-2022,18,17,108.0,3,574,8,2/19,71.75,5.31,81.0,0,0,PNG
HP Rinke,2006-2006,18,12,46.1,2,273,8,2/11,34.12,5.91,34.6,0,0,ZIM
GR Robertson,1994-1998,13,13,99.3,1,430,8,3/29,53.75,4.32,74.6,0,0,AUS
GA Rogers,2006-2008,13,11,85.2,5,409,8,2/22,51.12,4.79,64.0,0,0,SCOT
OP Stone,2018-2023,8,7,53.0,2,317,8,4/85,39.62,5.98,39.7,1,0,ENG
AM Stuart,1997-1997,3,3,30.0,2,109,8,5/26,13.62,3.63,22.5,0,1,AUS
CEL Stuart,2001-2001,5,5,43.0,3,205,8,5/44,25.62,4.76,32.2,0,1,WI
RJ van Vuuren,2003-2003,5,5,50.0,5,298,8,5/43,37.25,5.96,37.5,0,1,NAM
BGK Walker,2000-2002,11,11,73.0,3,417,8,2/43,52.12,5.71,54.7,0,0,NZ
VJ Wells,1999-1999,9,8,36.4,3,189,8,3/30,23.62,5.15,27.5,0,0,ENG
BM Wheeler,2015-2015,6,6,51.3,3,315,8,3/63,39.37,6.11,38.6,0,0,NZ
SG Whittingham,2017-2019,5,5,41.5,2,224,8,3/58,28.0,5.35,31.3,0,0,SCOT
Zawar Farid,2020-2023,10,7,33.3,0,187,8,4/30,23.37,5.58,25.1,1,0,UAE
FA Allen,2018-2022,20,18,111.0,0,627,7,2/40,89.57,5.64,95.1,0,0,WI
Aminul Islam,1990-2002,36,17,60.4,0,376,7,3/57,53.71,6.19,52.0,0,0,BAN
Asif Mujtaba,1992-1996,59,24,110.0,1,568,7,2/38,81.14,5.16,94.2,0,0,PAK
SB Bangar,2002-2004,15,14,73.4,2,384,7,2/39,54.85,5.21,63.1,0,0,IND
OAC Banks,2003-2005,5,5,45.0,1,189,7,2/24,27.0,4.2,38.5,0,0,WI
RE Bryson,1997-1997,7,7,63.0,1,323,7,2/34,46.14,5.12,54.0,0,0,SA
GJ Crocker,1992-1993,6,6,39.4,1,208,7,4/26,29.71,5.24,34.0,1,0,ZIM
GJ Delany,2020-2023,21,13,65.0,0,410,7,2/52,58.57,6.3,55.7,0,0,IRE
AB de Villiers,2005-2018,228,9,32.0,0,202,7,2/15,28.85,6.31,27.4,0,0,SA
SC Getkate,2019-2021,4,4,32.0,2,145,7,2/30,20.71,4.53,27.4,0,0,IRE
AS Hansra,2010-2014,24,18,74.1,1,413,7,3/27,59.0,5.56,63.5,0,0,CAN
CW Henderson,2001-2001,4,4,36.1,2,132,7,4/17,18.85,3.64,31.0,1,0,SA
ND Hirwani,1990-1992,6,6,54.0,4,232,7,2/34,33.14,4.29,46.2,0,0,IND
AG Huckle,1997-1999,19,18,143.0,4,661,7,2/27,94.42,4.62,122.5,0,0,ZIM
MP Jarvis,1992-1995,7,7,64.3,5,296,7,2/37,42.28,4.58,55.2,0,0,ZIM
SP Jones,2004-2005,8,7,58.0,9,275,7,2/43,39.28,4.74,49.7,0,0,ENG
Kamran Shazad,2014-2015,4,4,37.0,1,209,7,3/41,29.85,5.64,31.7,0,0,UAE
JJ Krejza,2011-2011,8,8,70.5,0,331,7,2/28,47.28,4.67,60.7,0,0,AUS
Krishna Chandran,2014-2016,12,11,69.4,3,431,7,3/45,61.57,6.18,59.7,0,0,UAE
ML Lewis,2005-2006,7,7,56.5,1,391,7,3/56,55.85,6.87,48.7,0,0,AUS
Mahbubul Alam,2009-2009,5,5,37.0,2,280,7,2/42,40.0,7.56,31.7,0,0,BAN
Mominul Haque,2012-2018,28,12,39.0,1,190,7,2/13,27.14,4.87,33.4,0,0,BAN
EA Moseley,1990-1991,9,8,55.0,2,278,7,2/52,39.71,5.05,47.1,0,0,WI
CT Mumba,2016-2020,7,7,45.2,0,326,7,3/69,46.57,7.19,38.8,0,0,ZIM
C Munro,2013-2019,57,25,92.0,1,481,7,2/10,68.71,5.22,78.8,0,0,NZ
CT Mutombodzi,2013-2020,14,11,61.5,0,359,7,2/33,51.28,5.8,53.0,0,0,ZIM
T Muzarabani,2015-2016,8,8,53.5,3,262,7,2/32,37.42,4.86,46.1,0,0,ZIM
VM Nyauchi,2022-2023,10,10,67.0,5,353,7,2/65,50.42,5.26,57.4,0,0,ZIM
KP Pietersen,2004-2013,136,23,66.4,0,370,7,2/22,52.85,5.55,57.1,0,0,ENG
AM Samad,2003-2009,27,14,39.1,0,281,7,1/8,40.14,7.17,33.5,0,0,CAN
KD Shah,2014-2018,10,3,18.2,0,79,7,4/10,11.28,4.3,15.7,1,0,HKG
OA Shah,2001-2009,71,10,32.1,1,184,7,3/15,26.28,5.72,27.5,0,0,ENG
BB Sran,2016-2016,6,6,50.2,2,269,7,3/56,38.42,5.34,43.1,0,0,IND
B Stanlake,2017-2019,7,7,59.0,3,324,7,3/35,46.28,5.49,50.5,0,0,AUS
CP Tremain,2016-2016,4,4,40.0,0,255,7,3/64,36.42,6.37,34.2,0,0,AUS
TE Tucker,2008-2009,5,5,29.0,0,157,7,4/56,22.42,5.41,24.8,1,0,BER
Vikramjit Singh,2022-2024,32,13,38.0,1,240,7,2/12,34.28,6.31,32.5,0,0,NED
SL Watkin,1994-1994,4,4,36.5,2,193,7,4/49,27.57,5.23,31.5,1,0,ENG
Yamin Ahmadzai,2015-2022,9,8,56.4,4,304,7,2/34,43.42,5.36,48.5,0,0,AFG
Mohammad Aadil Alam,2022-2022,6,6,44.0,5,166,6,3/31,27.66,3.77,44.0,0,0,NEP
Aarif Sheikh,2018-2024,51,26,111.3,2,529,6,1/16,88.16,4.74,111.5,0,0,NEP
Aryan Lakra,2022-2023,16,12,53.0,4,280,6,3/38,46.66,5.28,53.0,0,0,UAE
ID Austin,1998-1999,9,9,79.1,2,360,6,2/25,60.0,4.54,79.1,0,0,ENG
Azhar Saeed,1994-1996,7,7,45.1,2,213,6,3/45,35.5,4.71,45.1,0,0,UAE
IR Bell,2004-2015,161,6,14.4,0,88,6,3/9,14.66,6.0,14.6,0,0,ENG
Bilawal Bhatti,2013-2015,10,10,68.1,4,439,6,3/37,73.16,6.44,68.1,0,0,PAK
GE Bradburn,1990-2001,11,10,64.1,5,318,6,2/18,53.0,4.95,64.1,0,0,NZ
LJ Burger,2003-2003,6,6,55.0,3,297,6,3/39,49.5,5.4,55.0,0,0,NAM
IP Butchart,1992-1995,8,4,32.0,1,205,6,3/57,34.16,6.4,32.0,0,0,ZIM
DDP D'Silva,2019-2020,6,5,31.0,3,118,6,3/22,19.66,3.8,31.0,0,0,UAE
N Deonarine,2005-2015,31,20,83.3,2,475,6,2/18,79.16,5.68,83.5,0,0,WI
LHD Dilhara,2005-2013,9,8,55.0,3,261,6,2/30,43.5,4.74,55.0,0,0,SL
SF Dukanwala,1996-1996,5,4,33.0,1,153,6,5/29,25.5,4.63,33.0,0,1,UAE
Fahad Alhashmi,2008-2015,5,5,37.2,2,202,6,2/39,33.66,5.41,37.3,0,0,UAE
KHRK Fernando,2002-2006,7,7,39.0,4,159,6,3/12,26.5,4.07,39.0,0,0,SL
BC Fortuin,2020-2023,5,4,31.0,2,175,6,2/46,29.16,5.64,31.0,0,0,SA
S Fouche,2023-2023,7,5,26.0,1,130,6,3/46,21.66,5.0,26.0,0,0,NAM
RO Hinds,2001-2004,14,12,67.5,0,350,6,2/19,58.33,5.15,67.8,0,0,WI
Imran Farhat,2001-2013,58,8,19.2,2,110,6,3/10,18.33,5.68,19.3,0,0,PAK
JNT Seales,2022-2023,10,10,73.1,3,445,6,1/21,74.16,6.08,73.1,0,0,WI
MMA Jonkman,2007-2010,4,4,22.4,1,113,6,3/22,18.83,4.98,22.6,0,0,NED
Karim Sadiq,2009-2016,24,12,53.2,3,201,6,2/10,33.5,3.76,53.3,0,0,AFG
J Kila,2018-2022,13,8,38.1,4,200,6,3/27,33.33,5.24,38.1,0,0,PNG
PN Kirsten,1991-1994,40,8,30.3,1,152,6,3/31,25.33,4.98,30.5,0,0,SA
MP Kuhnemann,2022-2022,4,4,38.0,3,191,6,2/26,31.83,5.02,38.0,0,0,AUS
BP Loots,2010-2011,7,7,46.4,1,287,6,3/16,47.83,6.15,46.6,0,0,NED
SCG MacGill,2000-2000,3,3,30.0,4,105,6,4/19,17.5,3.5,30.0,1,0,AUS
KO Meth,2006-2012,11,9,67.4,2,419,6,2/52,69.83,6.19,67.6,0,0,ZIM
PL Mommsen,2010-2017,44,6,22.0,0,130,6,3/26,21.66,5.9,22.0,0,0,SCOT
Muhammad Jawadullah,2023-2023,5,5,37.1,0,239,6,3/46,39.83,6.43,37.1,0,0,UAE
EO Odumbe,1996-1996,8,7,22.5,1,137,6,2/8,22.83,6.0,22.8,0,0,KENYA
TK Patel,2019-2020,7,6,39.0,6,150,6,2/25,25.0,3.84,39.0,0,0,USA
K Phillip,2021-2023,5,5,40.3,2,245,6,3/43,40.83,6.04,40.5,0,0,USA
N Pooran,2019-2023,61,7,28.1,0,174,6,4/48,29.0,6.17,28.1,1,0,WI
Qais Ahmad,2022-2024,3,3,21.4,0,133,6,3/32,22.16,6.13,21.6,0,0,AFG
RA Reifer,2019-2023,6,5,26.5,0,149,6,2/23,24.83,5.55,26.8,0,0,WI
MJR Rindel,1994-1999,22,12,45.0,0,242,6,2/15,40.33,5.37,45.0,0,0,SA
BG Rogers,2002-2005,15,9,54.0,0,321,6,2/55,53.5,5.94,54.0,0,0,ZIM
Saeed Anwar,1990-2003,240,13,40.2,3,191,6,2/9,31.83,4.73,40.3,0,0,PAK
Saiful Islam,1990-1997,7,7,50.3,3,256,6,4/36,42.66,5.06,50.5,1,0,BAN
NA Saini,2019-2021,8,8,70.0,0,481,6,2/58,80.16,6.87,70.0,0,0,IND
P Sarraf,2019-2024,12,10,53.4,3,251,6,2/45,41.83,4.67,53.6,0,0,NEP
R Sharma,2011-2012,4,4,34.2,0,177,6,3/43,29.5,5.15,34.3,0,0,IND
SK Sharma,1990-1990,4,4,41.0,2,222,6,2/57,37.0,5.41,41.0,0,0,IND
CEW Silverwood,1996-2001,7,7,51.0,0,244,6,3/43,40.66,4.78,51.0,0,0,ENG
G Singh,2021-2023,32,5,18.5,1,95,6,4/15,15.83,5.04,18.8,1,0,USA
NMK Smith,1996-1996,7,6,43.3,2,190,6,3/29,31.66,4.36,43.5,0,0,ENG
G Snyman,2003-2003,5,5,48.0,0,281,6,3/69,46.83,5.85,48.0,0,0,NAM
JH Stander,2009-2012,5,4,25.0,2,166,6,2/25,27.66,6.64,25.0,0,0,SCOT
Talha Jubair,2002-2003,6,6,34.0,2,255,6,4/65,42.5,7.5,34.0,1,0,BAN
HP Tillakaratne,1990-2003,183,15,30.0,1,141,6,1/3,23.5,4.7,30.0,0,0,SL
AC Voges,2007-2013,31,15,50.1,1,276,6,1/3,46.0,5.5,50.1,0,0,AUS
B Ward,2023-2023,5,5,40.1,2,221,6,4/39,36.83,5.5,40.1,1,0,JER
KPJ Warnaweera,1990-1993,6,6,49.0,3,200,6,2/24,33.33,4.08,49.0,0,0,SL
K Weeraratne,2000-2008,15,14,80.0,6,385,6,3/46,64.16,4.81,80.0,0,0,SL
Jai P Yadav,2002-2005,12,10,66.0,4,326,6,2/32,54.33,4.93,66.0,0,0,IND
Zahid Shah,2008-2008,2,2,20.0,1,98,6,3/49,16.33,4.9,20.0,0,0,UAE
Abu Jayed,2019-2019,2,2,18.0,0,114,5,5/58,22.8,6.33,21.6,0,1,BAN
Ammar Khalid,2024-2024,4,4,33.0,2,146,5,2/33,29.2,4.42,39.6,0,0,CAN
KIC Asalanka,2021-2024,59,14,32.4,1,167,5,4/18,33.4,5.11,39.2,1,0,SL
Athar Ali Khan,1990-1998,16,12,55.0,1,282,5,2/33,56.4,5.12,66.0,0,0,BAN
ST Banerjee,1991-1992,6,6,40.0,4,202,5,3/30,40.4,5.05,48.0,0,0,IND
GJ Batty,2002-2009,10,9,73.2,1,366,5,2/40,73.2,4.99,88.0,0,0,ENG
A Bhandari,2000-2004,2,2,17.4,0,106,5,3/31,21.2,6.0,21.2,0,0,IND
Bikram Sob,2021-2022,5,5,21.1,2,115,5,2/20,23.0,5.43,25.4,0,0,NEP
Bilal Asif,2015-2015,3,3,22.0,1,96,5,5/25,19.2,4.36,26.4,0,1,PAK
K Birkenstock,2019-2023,20,11,41.0,0,264,5,2/24,52.8,6.43,49.2,0,0,NAM
D Brown,2001-2002,3,3,25.0,3,124,5,3/21,24.8,4.96,30.0,0,0,WI
N Burger,2023-2023,3,3,24.4,1,129,5,3/30,25.8,5.22,29.6,0,0,SA
MG Burmester,1992-1995,8,7,34.5,0,213,5,3/36,42.6,6.11,41.8,0,0,ZIM
J Cameron-Dow,2019-2019,4,4,31.0,0,151,5,3/32,30.2,4.87,37.2,0,0,IRE
TK Canning,2003-2005,4,4,34.0,1,203,5,2/30,40.6,5.97,40.8,0,0,NZ
NM Carter,2013-2013,3,3,29.1,1,132,5,3/27,26.4,4.52,35.0,0,0,SCOT
DJ Cullinan,1993-2000,138,9,29.0,0,124,5,2/30,24.8,4.27,34.8,0,0,SA
BCJ Cutting,2013-2014,4,4,36.0,1,158,5,3/45,31.6,4.38,43.2,0,0,AUS
LA Dawson,2016-2022,6,5,44.0,0,284,5,2/70,56.8,6.45,52.8,0,0,ENG
PC de Silva,2014-2017,7,7,52.4,2,256,5,2/29,51.2,4.86,63.2,0,0,SL
NR Dyer,1999-1999,5,3,26.0,2,117,5,2/26,23.4,4.5,31.2,0,0,SCOT
Elias Sunny,2011-2012,4,4,34.0,2,161,5,2/21,32.2,4.73,40.8,0,0,BAN
GM Ewing,2004-2005,7,7,52.0,0,236,5,3/31,47.2,4.53,62.4,0,0,ZIM
Fawad Alam,2007-2015,38,13,66.2,0,377,5,1/8,75.4,5.68,79.6,0,0,PAK
AM Fernando,2017-2024,7,6,45.0,1,269,5,2/23,53.8,5.97,54.0,0,0,SL
MVT Fernando,2017-2019,8,8,49.3,4,337,5,1/35,67.4,6.8,59.4,0,0,SL
C Floyd,2022-2023,9,9,63.0,3,305,5,2/41,61.0,4.84,75.6,0,0,NED
MW Forde,2023-2024,4,4,23.0,1,138,5,3/29,27.6,6.0,27.6,0,0,WI
WT Gavera,2014-2017,4,4,32.0,2,160,5,3/49,32.0,5.0,38.4,0,0,PNG
TJ Heggelman,2010-2011,5,3,17.0,0,86,5,3/29,17.2,5.05,20.4,0,0,NED
RO Hurley,2003-2004,9,7,63.0,2,313,5,1/25,62.6,4.96,75.6,0,0,WI
Ijaz Ahmed,1990-2000,187,28,106.1,1,476,5,2/31,95.2,4.48,127.4,0,0,PAK
P Jayawickrama,2021-2021,5,5,33.0,0,177,5,3/59,35.4,5.36,39.6,0,0,SL
D Joseph,2003-2003,4,4,31.0,3,170,5,2/42,34.0,5.48,37.2,0,0,CAN
J Kariko,2023-2023,3,3,21.0,0,114,5,4/45,22.8,5.42,25.2,1,0,PNG
RJ Kennedy,1996-1996,7,7,52.0,2,283,5,2/36,56.6,5.44,62.4,0,0,NZ
V Kohli,2008-2023,292,50,110.2,1,680,5,1/13,136.0,6.16,132.4,0,0,IND
SC Kuggeleijn,2017-2017,2,2,14.0,2,58,5,3/41,11.6,4.14,16.8,0,0,NZ
SW Lubbers,1996-1996,4,4,36.0,0,187,5,3/48,37.4,5.19,43.2,0,0,NED
Manzoor Akhtar,1997-1998,7,6,33.1,0,184,5,4/50,36.8,5.54,39.8,1,0,PAK
Mohammad Khalil,2005-2005,3,3,24.0,0,144,5,2/55,28.8,6.0,28.8,0,0,PAK
HJC Mol,2002-2008,11,7,30.2,1,149,5,2/17,29.8,4.91,36.4,0,0,NED
Mukesh Kumar,2023-2023,6,6,39.0,4,217,5,3/30,43.4,5.56,46.8,0,0,IND
J Mulder,2017-2017,4,4,31.0,0,155,5,3/57,31.0,5.0,37.2,0,0,IRE
Nadeem Ghauri,1990-1990,6,6,57.0,4,230,5,2/51,46.0,4.03,68.4,0,0,PAK
BP Nash,2008-2009,9,6,49.0,3,224,5,3/56,44.8,4.57,58.8,0,0,WI
Nazmul Islam,2018-2018,5,5,44.0,0,224,5,2/38,44.8,5.09,52.8,0,0,BAN
TS Nethula,2012-2012,5,5,44.0,3,249,5,2/41,49.8,5.65,52.8,0,0,NZ
W O'Rourke,2023-2023,3,3,18.5,0,115,5,3/47,23.0,6.1,22.6,0,0,NZ
LN Oluoch,2011-2011,2,2,16.0,1,79,5,3/41,15.8,4.93,19.2,0,0,KENYA
C Overton,2018-2022,7,7,51.2,2,291,5,2/23,58.2,5.66,61.6,0,0,ENG
MW Parkinson,2020-2021,5,5,34.4,0,203,5,2/28,40.6,5.85,41.6,0,0,ENG
SMA Priyanjan,2013-2015,23,14,44.1,1,233,5,2/11,46.6,5.27,53.0,0,0,SL
Qaiser Ali,2006-2008,17,6,30.2,0,132,5,3/28,26.4,4.35,36.4,0,0,CAN
DB Rundle,1994-1994,2,2,16.0,0,95,5,4/42,19.0,5.93,19.2,1,0,SA
IDK Salisbury,1993-1994,4,4,31.0,1,177,5,3/41,35.4,5.7,37.2,0,0,ENG
RS Sodhi,2000-2002,18,14,77.0,3,365,5,2/31,73.0,4.74,92.4,0,0,IND
RD Steede,2006-2008,8,8,52.0,1,257,5,1/21,51.4,4.94,62.4,0,0,BER
Sunzamul Islam,2017-2018,3,3,25.0,0,79,5,2/22,15.8,3.16,30.0,0,0,BAN
Tanveer Ahmed,2016-2018,6,6,38.1,1,208,5,2/49,41.6,5.44,45.8,0,0,HKG
MK Tiwary,2008-2015,12,6,22.0,1,150,5,4/61,30.0,6.81,26.4,1,0,IND
GC Tonge,2009-2009,5,5,50.0,6,224,5,4/25,44.8,4.48,60.0,1,0,WI
TF van Woerkom,2023-2024,4,4,28.0,0,176,5,3/55,35.2,6.28,33.6,0,0,IRE
LB Williams,2021-2023,4,4,35.4,2,238,5,2/56,47.6,6.67,42.8,0,0,SA
T Yohannan,2002-2002,3,3,20.0,1,122,5,3/33,24.4,6.1,24.0,0,0,IND
Sultan Zarawani,1994-1996,7,7,44.0,0,257,5,2/49,51.4,5.84,52.8,0,0,UAE
Aamer Hanif,1993-1995,5,4,21.4,0,122,4,3/36,30.5,5.63,32.5,0,0,PAK
Afzaal Haider,2004-2008,4,4,30.0,1,227,4,1/31,56.75,7.56,45.0,0,0,HKG
Agha Salman,2022-2023,21,15,69.0,0,399,4,2/42,99.75,5.78,103.5,0,0,PAK
J Angel,1994-1995,3,3,27.0,3,113,4,2/47,28.25,4.18,40.5,0,0,AUS
Ashfaq Ahmed,2018-2019,16,7,37.1,1,185,4,2/55,46.25,4.97,55.7,0,0,UAE
Asim Butt,1999-1999,5,5,37.0,6,148,4,2/24,37.0,4.0,55.5,0,0,SCOT
Azhar Ali,2011-2018,53,14,43.0,0,260,4,2/26,65.0,6.04,64.5,0,0,PAK
DM Benkenstein,1998-2002,23,4,10.5,1,44,4,3/5,11.0,4.06,16.2,0,0,SA
PRP Boissevain,2021-2022,6,6,46.3,0,326,4,2/39,81.5,7.01,69.7,0,0,NED
JL Carter,2015-2019,33,12,22.4,0,160,4,2/14,40.0,7.05,34.0,0,0,WI
TL Chivanga,2022-2023,8,7,50.1,0,295,4,1/38,73.75,5.88,75.2,0,0,ZIM
BJ Currie,2024-2024,3,3,25.0,4,80,4,3/21,20.0,3.2,37.5,0,0,SCOT
NA David,1997-1997,4,4,32.0,1,133,4,3/21,33.25,4.15,48.0,0,0,IND
AP Devcich,2013-2016,12,11,54.0,1,291,4,2/33,72.75,5.38,81.0,0,0,NZ
S Dhakal,2022-2022,8,7,38.1,1,148,4,2/31,37.0,3.87,57.2,0,0,NEP
R Dravid,1996-2011,344,8,31.0,1,170,4,2/43,42.5,5.48,46.5,0,0,IND
CJ Drum,1999-1999,5,5,36.0,3,261,4,2/31,65.25,7.25,54.0,0,0,NZ
N Dutta,2013-2024,7,6,48.0,2,206,4,2/30,51.5,4.29,72.0,0,0,CAN
Ehsan Adil,2013-2015,6,6,37.3,0,223,4,1/31,55.75,5.94,56.2,0,0,PAK
AJ Finch,2013-2022,146,21,47.2,0,259,4,1/2,64.75,5.47,71.0,0,0,AUS
MW Goodwin,1998-2000,71,15,41.2,1,210,4,1/12,52.5,5.08,62.0,0,0,ZIM
L Gregory,2021-2021,3,3,19.0,1,97,4,3/44,24.25,5.1,28.5,0,0,ENG
MJ Guptill,2009-2022,198,11,18.1,0,98,4,2/6,24.5,5.39,27.2,0,0,NZ
EH Hutchinson,2019-2021,11,10,52.0,3,226,4,1/12,56.5,4.34,78.0,0,0,USA
Ilyas Gull,2004-2004,2,2,19.0,0,113,4,3/46,28.25,5.94,28.5,0,0,HKG
MM Iqbal,2009-2014,13,8,45.0,0,270,4,2/35,67.5,6.0,67.5,0,0,SCOT
WG Jacks,2023-2023,7,5,25.0,1,121,4,3/22,30.25,4.84,37.5,0,0,ENG
KCB Jeremy,2000-2001,6,5,32.0,1,163,4,2/42,40.75,5.09,48.0,0,0,WI
AH Jones,1990-1995,59,10,50.0,1,214,4,2/42,53.5,4.28,75.0,0,0,NZ
Jubair Hossain,2014-2015,3,3,19.0,0,114,4,2/41,28.5,6.0,28.5,0,0,BAN
Junaid Siddiqui,2011-2014,9,9,66.4,3,302,4,1/20,75.5,4.53,100.0,0,0,CAN
K Kamyuka,2013-2013,2,2,7.5,0,47,4,4/38,11.75,6.0,11.7,1,0,CAN
E Katchay,2008-2009,5,5,29.0,4,143,4,3/39,35.75,4.93,43.5,0,0,CAN
BC Lara,1990-2007,299,5,8.1,0,61,4,2/5,15.25,7.46,12.2,0,0,WI
B Laughlin,2009-2009,5,5,37.2,1,219,4,1/28,54.75,5.86,56.0,0,0,AUS
DV Lawrence,1991-1991,1,1,11.0,1,67,4,4/67,16.75,6.09,16.5,1,0,ENG
BG Lister,2023-2023,3,3,26.0,0,158,4,3/69,39.5,6.07,39.0,0,0,NZ
OC McCoy,2018-2018,2,2,14.0,0,109,4,2/38,27.25,7.78,21.0,0,0,WI
A McGrath,2003-2004,14,7,38.0,2,175,4,1/13,43.75,4.6,57.0,0,0,ENG
LD Madushanka,2017-2017,4,4,24.0,0,172,4,2/70,43.0,7.16,36.0,0,0,SL
T Maruma,2007-2021,22,9,37.3,1,230,4,2/50,57.5,6.13,56.2,0,0,ZIM
CE McConchie,2023-2023,6,5,28.0,1,135,4,2/18,33.75,4.82,42.0,0,0,NZ
Mehrab Hossain jnr,2006-2009,18,10,42.1,0,214,4,2/30,53.5,5.07,63.2,0,0,BAN
RTM Mendis,2021-2022,4,3,12.0,0,74,4,2/26,18.5,6.16,18.0,0,0,SL
